key(String),amplitude(double),node(number),seconds(number)
"-M8wRIOznMwCIsoMZ4aI","2167","1","1074.756"
"-M8wRIUNFYBvSUL0xkg9","836","0","1075.142"
"-M8wRIUagP2bm57CMIK3","2218","1","1075.116"
"-M8wRIWv71Esb5Wqcj-X","1056","2","1075.512"
"-M8wRI_-S_ZRXS2Qssoj","924","0","1075.501"
"-M8wRIbXFjUjoOmfKNWc","1697","2","1075.872"
"-M8wRIecmLtuZN_8krua","440","0","1075.861"
"-M8wRIeqkyq4P97poG8D","2717","1","1075.836"
"-M8wRIkFA0w_sSfsNvQs","488","0","1076.221"
"-M8wRIkTVkqu76RUCraf","637","1","1076.195"
"-M8wRIpsvbwW717D9f58","428","0","1076.581"
"-M8wRIvVCXNPaECkWAnx","501","0","1076.941"
"-M8wRJ074Shv0lS4hoea","253","0","1077.302"
"-M8wRJBMwVupw45kh1db","1144","0","1078.021"
"-M8wRJH-G0YY2Yq2ruzp","318","0","1078.382"
"-M8wRJMcaqxlIbSVA5hY","450","0","1078.741"
"-M8wRJXrb0sQcYGA8Up3","284","0","1079.461"
"-M8wRJi7Tiwxz2tkOKk9","324","0","1080.181"
"-M8wRJnk5Mks6Za2OpxR","298","0","1080.541"
"-M8wRJtNnGqRAdU0Sdjl","320","0","1080.901"
"-M8wRK3clqXWxdkDBtps","296","0","1081.621"
"-M8wRKg-qUeECwonv_1n","257","0","1084.141"
"-M8wRKlcV2OjX3DCYffp","254","0","1084.501"
"-M8wRKrFu9nsIPUVADA7","1056","0","1084.861"
"-M8wRL1VF82uO3S48sxp","264","0","1085.581"
"-M8wRL77VBNczPbfBfBZ","331","0","1085.941"
"-M8wRL7LJ_QKg2rcxCKJ","1383","1","1085.916"
"-M8wRLIN1-LsJcJ7mfcZ","380","0","1086.662"
"-M8wRLO-OJWYXvAHzXMr","418","0","1087.022"
"-M8wRLW9WaZejoUxVltm","1108","2","1087.751"
"-M8wRM-NujZtmhW1ICA8","575","0","1089.541"
"-M8wRM3hMZQalb0qwfNV","1039","4","1089.951"
"-M8wRM5DiNElGKxHxI9M","2968","1","1089.875"
"-M8wRMAqLYvMt20YOc38","1287","1","1090.236"
"-M8wRMGTuG_8ukqkmq2O","3233","1","1090.596"
"-M8wRMM6kXEIW41MsHOB","2964","1","1090.956"
"-M8wRMRi25WMIDY0wDIS","1719","1","1091.316"
"-M8wRMXLYwGNY2kPrnNp","1792","1","1091.676"
"-M8wRMhaHjiL31G3RDto","1408","1","1092.395"
"-M8wRMmztx_WVfqQ07mL","390","0","1092.781"
"-M8wRMnDYA5OC0nnGvuO","450","1","1092.755"
"-M8wRMsqb3LWOKxe7WCS","643","1","1093.116"
"-M8wRMyT82KfRK_WniZR","2405","1","1093.476"
"-M8wRN2sO-rCa4xNsfnl","260","0","1093.862"
"-M8wRN61KXQ9BvUw5Pjp","1200","3","1094.176"
"-M8wRNELSKrhumnY7MwO","3226","1","1094.556"
"-M8wRNJkob7F9IgHlSgV","390","0","1094.941"
"-M8wRNPaIdOidK5kpdgO","3219","1","1095.275"
"-M8wRNVEC2noQ0VKWaoh","2421","1","1095.637"
"-M8wRN_pPdrFwB5Pne4o","2778","1","1095.995"
"-M8wRNfT-8SNVxhZY_xX","2461","1","1096.356"
"-M8wRNl5m7tX1657M9Lr","2218","1","1096.716"
"-M8wRNqV-DWnpQLOI8iv","342","0","1097.101"
"-M8wRNw71JVNILP5BVxe","274","0","1097.462"
"-M8wRNwLj-2dCdO_Uzn3","509","1","1097.435"
"-M8wROBzmiV_E6JJ5fg-","272","0","1098.541"
"-M8wROHbQXZiVIivxtv6","264","0","1098.901"
"-M8wRONEI7oyf-1bqyb4","716","0","1099.261"
"-M8wROSs2761zsluNIyN","1862","0","1099.621"
"-M8wROYisXdsov1OBpBg","1488","1","1099.956"
"-M8wROo_CgMOIK9gQ_te","1502","1","1101.035"
"-M8wROu-anJvn3_84opA","372","0","1101.421"
"-M8wROuDq4GRoMqXPAC2","368","1","1101.395"
"-M8wROzcRp8wxrqZjbiN","1240","0","1101.781"
"-M8wROzpXsJDUtyZWF_b","1038","1","1101.755"
"-M8wRP4FJU48AUWiMGsr","330","0","1102.142"
"-M8wRPQkFdvx9NcPw7Rv","476","0","1103.582"
"-M8wRPQyqZS4R6PUiQfi","2431","1","1103.556"
"-M8wRPWNcC-Zks19H4jR","1439","0","1103.942"
"-M8wRPb-exuDTPx9ju2K","319","0","1104.301"
"-M8wRPbD86aFxZtewU3p","3101","1","1104.276"
"-M8wRPmFyY-qVj2HKluy","682","0","1105.021"
"-M8wRQ7yNDpZPsdiZx7N","1842","1","1106.436"
"-M8wRQDaS2ALKoYbqmB5","705","1","1106.796"
"-M8wRQOb40NoLZDgMJIf","253","0","1107.541"
"-M8wRQeiJHE3PISrOU0K","1481","1","1108.595"
"-M8wRQkL1q4kk0btotBl","2440","1","1108.956"
"-M8wRQxtwp6e_z4LOPIF","1619","2","1110.071"
"-M8wRR2XOikWyDmd4Yyy","1819","2","1110.431"
"-M8wRR89_upsy1h6nQNZ","2320","2","1110.791"
"-M8wRRDmGB8nyGkrkvMJ","2419","2","1111.151"
"-M8wRRJPGFUo7pcUXSHM","698","2","1111.511"
"-M8wRRS7O4ug_s77N7oi","264","0","1111.861"
"-M8wRRUdGGb9kF6YZYwc","1698","2","1112.231"
"-M8wRR_GPmehVCgvBegF","1281","2","1112.591"
"-M8wRRetI0Jc9lNdzEI_","1494","2","1112.95"
"-M8wRRhz45bbsk6_R84Z","259","0","1112.941"
"-M8wRRkWZ0Xuh2_SseJE","2031","2","1113.31"
"-M8wRRq8EorLvw5OPVk_","1131","2","1113.671"
"-M8wRRtE8Lx7I9A27PF3","778","0","1113.661"
"-M8wRRyr8ceya6ZJhExn","342","0","1114.021"
"-M8wRS0PRwG7nn1rNEOu","904","2","1114.391"
"-M8wRS3V3UbF3kpb3bo6","638","0","1114.381"
"-M8wRS61MFuJnPgyjZCU","828","2","1114.752"
"-M8wRSBePL3Yhm-ewZYc","915","2","1115.111"
"-M8wRSCH5KUoYC_PL_Uf","1308","3","1115.056"
"-M8wRSEjkpVb69Loeyg8","430","0","1115.101"
"-M8wRSHHxKhU-lOOeXSv","597","2","1115.471"
"-M8wRSKN0O8lGDWq_d45","342","0","1115.461"
"-M8wRSPz9vS1vaZCWs4c","706","0","1115.821"
"-M8wRSVc11sc17hPKYsJ","498","0","1116.181"
"-M8wRSY9BOZ8bDjzElMb","848","2","1116.551"
"-M8wRSaFkn0qFkD5i_Xb","579","0","1116.541"
"-M8wRSclG1osp-Ogo9RQ","621","2","1116.911"
"-M8wRSfsFt7p1p9WoGcc","699","0","1116.901"
"-M8wRSiP-0pchkoRASHv","1304","2","1117.272"
"-M8wRSlVJkcFgvS_-ZuC","1150","0","1117.261"
"-M8wRSo17FYOMP2ANuZt","2261","2","1117.631"
"-M8wRSr7Q9ewEVRTqey0","532","0","1117.621"
"-M8wRSteeiXdciQLvPQx","1630","2","1117.991"
"-M8wRSzHDaj6Tw_SaKdW","3002","2","1118.352"
"-M8wRSzu5bHjT4HrPIk3","1435","3","1118.296"
"-M8wRT1M4uEXLH2jB4Nn","818","0","1118.341"
"-M8wRT3uRx2wqQ6P12_v","3863","2","1118.711"
"-M8wRT4WYLa0m6RLL7Tt","1064","3","1118.656"
"-M8wRT7-C-T4u7z0hElG","480","0","1118.701"
"-M8wRT9W7iH49JLtQ0U9","721","2","1119.071"
"-M8wRTF91XyTxMaCvf3S","1225","2","1119.432"
"-M8wRTIEeT6bozB-KsEm","1588","0","1119.421"
"-M8wRTKmLKGtx58wdvjp","1354","2","1119.792"
"-M8wRTQOxMSqBawkWGJd","1450","2","1120.151"
"-M8wRTW0qAh5fr25hMGd","1378","2","1120.511"
"-M8wRTZ7bWCy5HhEEyfj","656","0","1120.501"
"-M8wRTae4BLDzykgEDiK","1599","2","1120.872"
"-M8wRTdjytpn38EtGDJC","326","0","1120.861"
"-M8wRTgHOw2A9Rqdyeru","1773","2","1121.232"
"-M8wRUD0UEwXD5gOfF4I","1192","2","1123.39"
"-M8wRUIdd-xnVhzqW-vx","2559","2","1123.751"
"-M8wRULyBdcWyVwP0Mil","525","1","1123.715"
"-M8wRUOGKiJusj2n0h8G","2649","2","1124.111"
"-M8wRUTu0eT3Ungev4bt","1834","2","1124.472"
"-M8wRUZXMPeE_NNQO6my","1907","2","1124.832"
"-M8wRUe9-iY3c8AjAwS7","1796","2","1125.191"
"-M8wRUsikuc1WWBqs78i","860","1","1125.876"
"-M8wRUyLuUVeUheFS3u8","1728","1","1126.236"
"-M8wRVE-v4jmQrhrSIOr","329","0","1127.342"
"-M8wRVJcRwP1GYopW-ME","471","0","1127.701"
"-M8wRVPFtmZolTjqRdOS","472","0","1128.062"
"-M8wRVPTbFEqvQnfEQv_","434","1","1128.035"
"-M8wRVUs0NXqfw8rJtpP","416","0","1128.421"
"-M8wRVV5VHzgYv1g5fSQ","577","1","1128.396"
"-M8wRV_VYAHl6eGRkN6u","410","0","1128.781"
"-M8wRVkkLhNWD3nf9F_w","433","0","1129.501"
"-M8wRVkypaYJIQtuidgi","399","1","1129.475"
"-M8wRVqNtt-oM3wq8FGL","408","0","1129.861"
"-M8wRVw-hfa707ET-5ub","831","0","1130.222"
"-M8wRW0cPtInnoqFh4dQ","899","0","1130.582"
"-M8wRW6FCbUlqsotzS3F","616","0","1130.942"
"-M8wRWBs4UydfBIUGsp8","466","0","1131.301"
"-M8wRWC58POnlIAzufjm","873","1","1131.276"
"-M8wRWQH6DADg2XZNj8M","1021","3","1132.336"
"-M8wRWd-cwfWVLiryDk9","2168","0","1133.102"
"-M8wRWicfYHpOCig_gjL","486","0","1133.461"
"-M8wRWoTH_dS-m6Aby2M","2983","1","1133.795"
"-M8wRWtsgiMEhXavxMHl","314","0","1134.181"
"-M8wRWyC2hvGuD9kG_cZ","1448","4","1134.591"
"-M8wRWzViz5AMdXYyTk7","603","0","1134.541"
"-M8wRWziRYKFxD09lcZs","1056","1","1134.516"
"-M8wRX2qNUY9NvTgEZaj","1609","4","1134.953"
"-M8wRX4MUsCvigpGkUBH","394","1","1134.876"
"-M8wRX7GXjU-573dosaw","994","3","1135.216"
"-M8wRX8S1mqtGqQKZ2rf","1798","4","1135.311"
"-M8wRX9kPY8K5kcKB9gy","267","0","1135.261"
"-M8wRXE5LEayyb5WS2F-","1834","4","1135.672"
"-M8wRXFMrEsQwpV-iUm5","980","0","1135.621"
"-M8wRXJjWEQM1Vg7vK9l","1819","4","1136.033"
"-M8wRXPM1Z2syHQe5zUP","1806","4","1136.393"
"-M8wRXUx9jAY7Zam8UOg","1765","4","1136.751"
"-M8wRXWFqH_h7ms7WI6A","484","0","1136.701"
"-M8wRX__YO5fd-oMMley","1740","4","1137.111"
"-M8wRXaszkkkiQJENhTg","800","0","1137.062"
"-M8wRXgVvbqq0KFRSCFv","537","0","1137.421"
"-M8wRXjdIw6h7loZqS2V","1323","3","1137.736"
"-M8wRXm64EbPJlrsZW4h","310","0","1137.781"
"-M8wRXpGbHr165K6uwyd","1075","3","1138.096"
"-M8wRXrkiGwztAMU2ja6","767","0","1138.141"
"-M8wRXryuo426exYI0zA","1579","1","1138.116"
"-M8wRXutBVv5d4aThpSt","1909","3","1138.456"
"-M8wRY2-FxX0W5mtJ4Qx","320","0","1138.861"
"-M8wRY7q55DdoemanVTU","1556","1","1139.195"
"-M8wRYDFUB_GVmNQLwsi","932","0","1139.581"
"-M8wRYDTmbTsYZ_OMWzl","2821","1","1139.556"
"-M8wRYIs2o4r2dPPQtb5","556","0","1139.941"
"-M8wRYOjMtzjRKo_EGVP","2967","1","1140.276"
"-M8wRYea3PBTgDrefUuQ","1958","1","1141.356"
"-M8wRYpcBb_3_BKCnbjN","614","0","1142.101"
"-M8wRZ-sY_hL7RMAi09v","552","0","1142.821"
"-M8wRZ06zWZSntiMQ9nN","1436","1","1142.797"
"-M8wRZ5VEZudwqaLvlFr","374","0","1143.181"
"-M8wRZDeJyQVTSpVK_ye","1108","2","1143.912"
"-M8wRZJH4Z2-U7QfCMc0","1048","2","1144.271"
"-M8wRZL5b6EHl-qxD5aL","1415","4","1144.312"
"-M8wRZQiFL6PxBiGBAzp","1500","4","1144.672"
"-M8wRZXqZp40hCYIE7SR","1104","1","1144.955"
"-M8wRZhsDPWdxw_OR5vt","296","0","1145.702"
"-M8wRZrrIQ4O1ldPf3zj","2298","4","1146.473"
"-M8wRZxVoT72b80ZpUtK","3210","4","1146.834"
"-M8wR_233i6v6tNDEcBN","5808","4","1147.191"
"-M8wR_7ex0L3au43cIjK","5593","4","1147.548"
"-M8wR_DKrvkv3o9UWjQS","3367","4","1147.912"
"-M8wR_EqJ2Z4cd5sXpbn","3301","1","1147.836"
"-M8wR_IyaF4nwtKS3s2F","2016","4","1148.272"
"-M8wR_O_xpfbMdZwOv1P","1805","4","1148.631"
"-M8wR_UCI5gahi9AJur9","1910","4","1148.991"
"-M8wR_Zsn-LbLmFnRooE","1463","4","1149.354"
"-M8wR_a7y-p5qiNEfIif","306","0","1149.301"
"-M8wR_eTpfvNPaLDDn8d","1349","4","1149.712"
"-M8wR_fjpBDVVdcDDKlB","520","0","1149.661"
"-M8wR_k52xEh3ATLImqq","1904","4","1150.072"
"-M8wR_lNXYN8Cwo9uGQd","290","0","1150.021"
"-M8wR_piGKzDNosK4kc0","1901","4","1150.432"
"-M8wR_r-Vh2NhjZbsM7C","316","0","1150.382"
"-M8wR_vLXNQgd8RXVLMV","2002","4","1150.792"
"-M8wR_wcJ6XwkyJzlssS","606","0","1150.741"
"-M8wRa-xFMrqCADfHqQq","1560","4","1151.151"
"-M8wRa1Faf8AJhUwS16A","514","0","1151.102"
"-M8wRa3mhP0YCrs5S3E_","636","2","1151.471"
"-M8wRa5cK55_4ic2dTK-","8079","4","1151.514"
"-M8wRa6tPkmUtUUo--UO","330","0","1151.462"
"-M8wRaBCpimzL1nlscE0","4442","4","1151.871"
"-M8wRaCVZ8gFMgc5tqOE","329","0","1151.821"
"-M8wRaCig___rjGRjrwC","2759","1","1151.796"
"-M8wRaGoBQtYomUqKPZU","2483","4","1152.231"
"-M8wRaI7scM10GL5_rtW","1624","0","1152.182"
"-M8wRaTan0QQlZrFI0Av","2408","1","1152.876"
"-M8wRaVu_qJTJb26SIu1","762","2","1153.272"
"-M8wRaZ-n2NLLEF9lhvK","1366","0","1153.261"
"-M8wRaZDcTpTcSclt0gR","401","1","1153.235"
"-M8wRaaXSruwaU2GrRg9","2971","2","1153.631"
"-M8wRacKxhbDM38zGPvf","2147","4","1153.671"
"-M8wRap5IPCMLU0p64sC","2083","1","1154.316"
"-M8wRaui7xjJsRsHlHKI","2246","1","1154.676"
"-M8wRbANCLIdvJVfqQ0D","450","0","1155.781"
"-M8wRbG-StAGeFYg1sUK","410","0","1156.142"
"-M8wRbGD29MYLTHU5eNt","439","1","1156.116"
"-M8wRbLcfGDuZIjn7b0l","578","0","1156.502"
"-M8wRbLq6MPBl7OLpLBW","2282","1","1156.476"
"-M8wRbOmKby9Sw_1b5z-","965","3","1156.816"
"-M8wRbRFP-5oF_5kZcqh","666","0","1156.861"
"-M8wRbUO8qmYhr5Y28cp","1079","3","1157.176"
"-M8wRbWs1bdzeyZpLcjB","276","0","1157.221"
"-M8wRbbVJB7ySdkcT-sJ","262","0","1157.581"
"-M8wRbh6Kinium3CSDhr","696","0","1157.941"
"-M8wRbhMuGqWhOKAeliM","2185","1","1157.917"
"-M8wRbje4zPhq5RstEKA","1664","2","1158.311"
"-M8wRbmkkmJJpq9WWXsC","682","0","1158.301"
"-M8wRbpH8hcZZcWOh9uH","1241","2","1158.671"
"-M8wRbsNnQS_b3UbrVB_","486","0","1158.662"
"-M8wRbvXVeYzh6lmHwgL","1096","3","1158.976"
"-M8wRbxzAbzIiwTWZJsq","498","0","1159.021"
"-M8wRc09MAjUIssvON48","6527","3","1159.336"
"-M8wRc2csGuOEgRnPK_x","596","0","1159.381"
"-M8wRc5lNSYJ8k1RdQFm","6218","3","1159.696"
"-M8wRc8FbVRwocCfCgi1","746","0","1159.742"
"-M8wRcDsUTnG0cqvHON_","1152","0","1160.102"
"-M8wRcH0xHfZgrsrX2-N","4004","3","1160.416"
"-M8wRcJUFzuasC6KAOaI","1576","0","1160.461"
"-M8wRcMdd9Yku_SIX6vN","4948","3","1160.776"
"-M8wRcP7jUFS8ECkQRef","1626","0","1160.821"
"-M8wRcUkpCqne4UEsXDA","782","0","1161.181"
"-M8wRcXtRndEi-RGHHT7","8164","3","1161.496"
"-M8wRc_NVa3dNFj0fAUi","956","0","1161.542"
"-M8wRcf-BXYaNob05idP","945","0","1161.901"
"-M8wRci8RStaDjxr8qju","6957","3","1162.216"
"-M8wRckcsIUWQZPptVaz","918","0","1162.262"
"-M8wRcqEi1cLjwXVeDfF","945","0","1162.621"
"-M8wRcvs-4AIQhsfYeGq","813","0","1162.981"
"-M8wRcz05gdnirbn_Hnq","6912","3","1163.296"
"-M8wRd0VBfE075J6DU7X","810","0","1163.341"
"-M8wRd674622SlfAFpnc","882","0","1163.702"
"-M8wRdBkWWAa5ZidHhli","855","0","1164.061"
"-M8wRdHNLFSh1yx1hThL","860","0","1164.422"
"-M8wRdN-rl9AW2oBVD3a","975","0","1164.781"
"-M8wRdQ8cKNHpZc9YXFc","1895","3","1165.096"
"-M8wRdScuBstuWKBvqBJ","343","0","1165.141"
"-M8wRdYFyYM6azuqvMXT","258","0","1165.501"
"-M8wRdcsVsjaMxBe2t32","506","0","1165.862"
"-M8wRdiVUKWbosk4haRf","276","0","1166.221"
"-M8wRdo7e4-eyaC4iykq","323","0","1166.581"
"-M8wRdtkMyHj9eckA1QB","301","0","1166.942"
"-M8wRdwt2B3hJqXrD97D","5909","3","1167.256"
"-M8wRdzNgVi7uaUR2IJy","526","0","1167.302"
"-M8wRe4-kqckrQ_TdDW-","999","0","1167.662"
"-M8wRe9chvuvJ104Fd4g","668","0","1168.022"
"-M8wReClnPgLrPHHn-_a","5968","3","1168.336"
"-M8wReFFtWsGHSUxnBW5","628","0","1168.381"
"-M8wReKseHIaXmWJcJfk","552","0","1168.742"
"-M8wReayzcNJ4-77rMdB","362","1","1169.796"
"-M8wRegaCnO9daEUuZd4","3239","1","1170.155"
"-M8wRemDHFVrszZ35D9f","2746","1","1170.516"
"-M8wReum9TsPvejllXI5","5647","3","1171.216"
"-M8wRexFF4juEnZzKN-x","276","0","1171.262"
"-M8wRf1sh6orLn_LgYiy","684","0","1171.622"
"-M8wRf505WDluG7_Bd81","8535","3","1171.936"
"-M8wRf7VDcuXHtkx2ZDw","440","0","1171.982"
"-M8wRfAd6Ot2nMtLKaIW","5770","3","1172.296"
"-M8wRfD7dCfnQSm9lfid","448","0","1172.341"
"-M8wRfIkSLfOcunw8FN2","1520","0","1172.701"
"-M8wRfQujH70_hUjgAG9","2030","2","1173.432"
"-M8wRfWWBwcH0uJ1uFVW","1678","2","1173.791"
"-M8wRfZccJLuayEsfIun","339","0","1173.781"
"-M8wRfZrWu5JVI48ygMi","646","1","1173.757"
"-M8wRfb9_HZTEoDx9-Uu","875","2","1174.151"
"-M8wRfeF9SBidkOhkRNI","652","0","1174.141"
"-M8wRfjsVmMUenI9yOF8","323","0","1174.501"
"-M8wRfn1Okz1TvrfdHxh","2522","3","1174.816"
"-M8wRfpVdYnTqXrT2ZM8","398","0","1174.861"
"-M8wRfv7j4VIKxz5JD-4","726","0","1175.221"
"-M8wRg8XAm33i326H2Yo","8465","3","1176.256"
"-M8wRgE8ROoelN95RuG_","6429","3","1176.616"
"-M8wRgGcWwxfjhvg7MPZ","291","0","1176.661"
"-M8wRgRsrOQ2sSk_Opxs","377","0","1177.381"
"-M8wRgw9cVcQvEb0DCi1","8272","3","1179.496"
"-M8wRgybGZxGl5MjY9DO","411","0","1179.541"
"-M8wRh0lV_8gxeKz2YBK","7056","3","1179.856"
"-M8wRh3FuVTjZQWzfylk","407","0","1179.901"
"-M8wRh6OMiiNGt-cIlve","8433","3","1180.216"
"-M8wRhEV1vnk_N-FI-hG","288","0","1180.621"
"-M8wRhXtmSWVvlmzeTYC","758","2","1182.071"
"-M8wRha-F7Qm7ztmSeOA","328","0","1182.061"
"-M8wRhimno_AqDyt8LJR","8681","3","1182.736"
"-M8wRhu1USuyR31WAlky","7582","3","1183.456"
"-M8wRi4GTsPlGuy-v_gm","3273","3","1184.176"
"-M8wRi9tdd4WCtVCIV8G","7404","3","1184.536"
"-M8wRiCNgHA0CUbDjlia","534","0","1184.582"
"-M8wRiHzoU3bBexoyCLo","710","0","1184.941"
"-M8wRiNqqmDiby1TPyXU","440","1","1185.276"
"-M8wRiQmqYrgLl-QAeiJ","2262","3","1185.616"
"-M8wRiVlN-YlSDfLsg38","747","2","1186.031"
"-M8wRiYsyWTTN1NT2fmX","616","0","1186.021"
"-M8wRiaPeqouPZNmpZtE","609","2","1186.391"
"-M8wRiojJaBDxBljw16M","301","0","1187.101"
"-M8wRirtYfST0v27mZ_P","7197","3","1187.416"
"-M8wRiuN9pNGRYARcsd0","628","0","1187.461"
"-M8wRj--vogOyX9lXUOR","642","0","1187.821"
"-M8wRjAFBOaeEyou-Kmk","419","0","1188.541"
"-M8wRjDPxJVj_BxEhn-O","8228","3","1188.856"
"-M8wRjFsu88GG36TCBh4","573","0","1188.901"
"-M8wRjUHl3QkhJf1YF-K","5119","3","1189.936"
"-M8wRjh-QGYsspnjoj9r","785","0","1190.701"
"-M8wRjmcQx-4OiZIJ3tR","284","0","1191.061"
"-M8wRk013z6oc6uIGm80","5072","3","1192.096"
"-M8wRk2VGZ9H442xMC7v","252","0","1192.141"
"-M8wRk5e91GnL-ZOsBPh","8874","3","1192.456"
"-M8wRkBGhIerf_iLoST2","3117","3","1192.816"
"-M8wRkLt-a16aH9658et","666","2","1193.591"
"-M8wRkMWrDKhuzW1u9Th","8375","3","1193.536"
"-M8wRkS9UFIe87_8stv6","6336","3","1193.897"
"-M8wRkesSYoLY3eSrG6h","2090","0","1194.661"
"-M8wRkkVgxqrB0He-Xcp","1462","0","1195.021"
"-M8wRkn0UPBzUD1yEfdH","935","2","1195.391"
"-M8wRkndhbXjFY3sUBqk","6464","3","1195.336"
"-M8wRkq7VHr0nOMoGIaW","936","0","1195.381"
"-M8wRkvkFj3ziIvi5biE","580","0","1195.742"
"-M8wRkyHANj4RB3CYZuT","863","2","1196.112"
"-M8wRl0Nun1fVf_QyWdv","479","0","1196.101"
"-M8wRl2vqKbv7ky-sgiQ","898","2","1196.473"
"-M8wRl3Xv6OzF4fmlB9Z","1805","3","1196.416"
"-M8wRlBcOYmZh0CFxbf_","1304","0","1196.822"
"-M8wRlHFNF8MGYBr30zD","2278","0","1197.182"
"-M8wRlMsGdL-cvGSvPkb","291","0","1197.542"
"-M8wRlY7HvWKCn7IldN1","878","0","1198.262"
"-M8wRlckC9LeCdJRuAM3","2130","0","1198.622"
"-M8wRlr9mYq6zBVcTFmG","4308","3","1199.656"
"-M8wRltcJYXq66cM0iNV","270","0","1199.701"
"-M8wRmCeN016LCL4Uajy","8010","3","1201.096"
"-M8wRmF7ZYiwsq-Diy9Y","262","0","1201.141"
"-M8wRmIG8BggtFg6BOnz","2237","3","1201.456"
"-M8wRmKkVoAn6lCWLEtS","272","0","1201.501"
"-M8wRmNtiNNJR1ONt5-H","1949","3","1201.816"
"-M8wRmTWWTawjP_9GTko","1565","3","1202.176"
"-M8wRmWDMxj2pImp2rgx","1668","1","1202.196"
"-M8wRmZ8-sAJPFUJjb9i","4790","3","1202.536"
"-M8wRmacP4nn1GR0bcwr","1026","0","1202.581"
"-M8wRmaqXFKlroATWGYI","2132","1","1202.555"
"-M8wRmgFJPLz0zQAubTS","1320","0","1202.942"
"-M8wRmp1SUTLGh-ECcgI","6756","3","1203.616"
"-M8wRmrUE4afIRkD1xGQ","461","0","1203.661"
"-M8wRmx6xMIAv0LRyYic","1092","0","1204.021"
"-M8wRn1k1EWFNzt4Lra8","544","0","1204.381"
"-M8wRn2-nTZZ-fRTNYJb","464","1","1204.357"
"-M8wRn4GTCjP1WTl6Ao4","850","2","1204.751"
"-M8wRnD-LVwZ5y-9Q6JK","540","0","1205.101"
"-M8wRnIc_1pPgOwqnB41","527","0","1205.461"
"-M8wRnOFIZEFp__wivi2","848","0","1205.822"
"-M8wRnTszMsWIJkvjnys","637","0","1206.182"
"-M8wRnZVAFU3WGhY9qu4","618","0","1206.541"
"-M8wRnbd8EiGczpVZJbV","1457","3","1206.856"
"-M8wRne7UecNpxxRgFNw","540","0","1206.902"
"-M8wRnhGVBamM414QKRK","2016","3","1207.216"
"-M8wRnjk8P_scAvKlmEO","412","0","1207.262"
"-M8wRnmtgUojVaDLu4xm","1442","3","1207.576"
"-M8wRnpNoCTrP3dfCJaJ","266","0","1207.622"
"-M8wRnsWLaxRUTQw0Pko","2216","3","1207.936"
"-M8wRnv-GEueWbtJO_W6","438","0","1207.982"
"-M8wRo-cjoR5ZA-_UhP9","526","0","1208.341"
"-M8wRo2lknHDKMZfM2ze","1630","3","1208.656"
"-M8wRoM7YW_j33Y7_p3w","566","0","1209.781"
"-M8wRoRkganSgGsOG2J-","393","0","1210.141"
"-M8wRoXNI9Ka_ixnRaPp","626","0","1210.502"
"-M8wRoc--u0w4EhwN305","264","0","1210.861"
"-M8wRohcxy_FtczPd8IR","1228","0","1211.221"
"-M8wRohq7K-_tzZYxE2C","372","1","1211.196"
"-M8wRonFy6GAfBw-2uSj","1141","0","1211.582"
"-M8wRonUFi8hqCmPc-hz","442","1","1211.556"
"-M8wRot5GMWVVX6dq05X","392","1","1211.916"
"-M8wRoyiylpk_IlDjkTL","426","1","1212.276"
"-M8wRp376jUEZO_hiNyI","567","0","1212.662"
"-M8wRp8knHbLJzeIE-Wi","681","0","1213.022"
"-M8wRpENRuj00obebsbY","644","0","1213.382"
"-M8wRpHXhYrrlj9FyLqX","5125","3","1213.696"
"-M8wRpK-KWQe2hkbrLID","781","0","1213.741"
"-M8wRpPcV7g4wM-TGc6v","434","0","1214.102"
"-M8wRpVFfoAA4AHQ4FMT","284","0","1214.462"
"-M8wRp_sjZsSM1iU2AcK","462","0","1214.822"
"-M8wRpd1lKzG3HXNfT6z","6642","3","1215.136"
"-M8wRpfVKQPuGmIBcM7Q","488","0","1215.181"
"-M8wRpl7hvZd5oEKGyP7","261","0","1215.541"
"-M8wRqCFdmyxAxrIWGeO","524","0","1217.341"
"-M8wRqHsH3tCNMXV2OS9","272","0","1217.701"
"-M8wRqNV0fAYrhM8JJnx","352","0","1218.061"
"-M8wRqYkn0QjnE4ndrUR","1070","0","1218.781"
"-M8wRqaGzmzLyEKn5Gbc","1225","2","1219.151"
"-M8wRqftFLrFg-rTmBIG","2572","2","1219.511"
"-M8wRqj-N33rrtcfibET","381","0","1219.502"
"-M8wRqlX9dBSi0WpsAMn","2051","2","1219.872"
"-M8wRqocI1aWXl2FLPTa","371","0","1219.861"
"-M8wRqr8Uot4ihSOVYud","1004","2","1220.231"
"-M8wRquFgW7ic6cp4_lb","416","0","1220.221"
"-M8wRqzsPR8i31qDyk_N","368","0","1220.581"
"-M8wRr4VhSWoHF4Q5_K1","528","0","1220.941"
"-M8wRrA7fqssv7m5vBtW","454","0","1221.302"
"-M8wRrFk4XszZQIgIoyH","478","0","1221.662"
"-M8wRrLN6Knv2nwqH9I1","504","0","1222.022"
"-M8wRrOWv2zviBBNOhnw","2665","3","1222.335"
"-M8wRrWcccCAaV8BzmV1","280","0","1222.741"
"-M8wRrmU39yM6qaJ5Xou","1520","0","1223.821"
"-M8wRrs6jmhqXvyh3Kos","386","0","1224.181"
"-M8wRs5XwrmToDhjLNuG","8219","3","1225.216"
"-M8wRs8-kfbqdUUIHQzO","294","0","1225.261"
